index file_name is_good
60 @0584726.74@4476920.95@17@T@040.43862@-080.00100@001517@31@@@@@@pitch2_yaw8@.jpg True
61 @0584661.08@4476929.09@17@T@040.43870@-080.00177@001979@27@@@@@@pitch2_yaw4@.jpg True
62 @0584816.24@4476867.23@17@T@040.43812@-079.99995@001047@07@@@@@@pitch1_yaw8@.jpg True
63 @0584806.00@4476954.93@17@T@040.43892@-080.00006@000942@04@@@@@@pitch1_yaw5@.jpg True
64 @0584553.63@4476761.46@17@T@040.43720@-080.00306@003953@31@@@@@@pitch2_yaw8@.jpg True
65 @0584587.66@4476744.97@17@T@040.43705@-080.00266@003807@33@@@@@@pitch2_yaw10@.jpg True
66 @0584765.41@4476973.67@17@T@040.43909@-080.00053@001187@26@@@@@@pitch2_yaw3@.jpg True
67 @0584680.51@4476726.04@17@T@040.43687@-080.00157@002715@05@@@@@@pitch1_yaw6@.jpg True
68 @0584516.31@4477023.92@17@T@040.43957@-080.00346@002859@09@@@@@@pitch1_yaw10@.jpg True
69 @0584463.26@4477049.86@17@T@040.43981@-080.00409@003221@10@@@@@@pitch1_yaw11@.jpg True
70 @0584362.92@4476891.09@17@T@040.43839@-080.00529@004031@25@@@@@@pitch2_yaw2@.jpg True
71 @0584614.66@4476975.85@17@T@040.43912@-080.00231@002178@29@@@@@@pitch2_yaw6@.jpg True
72 @0584331.65@4476874.08@17@T@040.43824@-080.00566@004274@03@@@@@@pitch1_yaw4@.jpg True
73 @0584506.42@4477028.70@17@T@040.43961@-080.00358@002933@03@@@@@@pitch1_yaw4@.jpg True
74 @0584372.18@4476958.13@17@T@040.43899@-080.00517@003803@07@@@@@@pitch1_yaw8@.jpg True
75 @0584390.18@4476949.23@17@T@040.43891@-080.00496@003652@32@@@@@@pitch2_yaw9@.jpg True
76 @0584499.28@4476811.80@17@T@040.43766@-080.00369@004039@11@@@@@@pitch1_yaw12@.jpg True
77 @0584388.26@4476878.72@17@T@040.43827@-080.00499@003879@31@@@@@@pitch2_yaw8@.jpg True
78 @0584307.77@4476900.01@17@T@040.43847@-080.00594@004617@02@@@@@@pitch1_yaw3@.jpg True
79 @0584504.70@4477098.84@17@T@040.44024@-080.00359@002793@30@@@@@@pitch2_yaw7@.jpg True
80 @0584548.08@4476802.36@17@T@040.43757@-080.00312@002928@09@@@@@@pitch1_yaw10@.jpg True
81 @0584592.98@4476927.10@17@T@040.43869@-080.00257@002402@07@@@@@@pitch1_yaw8@.jpg True
82 @0584453.71@4477122.35@17@T@040.44046@-080.00419@003126@07@@@@@@pitch1_yaw8@.jpg True
83 @0584793.95@4476820.91@17@T@040.43771@-080.00022@001291@11@@@@@@pitch1_yaw12@.jpg True
84 @0584648.01@4476741.32@17@T@040.43701@-080.00195@002938@09@@@@@@pitch1_yaw10@.jpg True
85 @0584806.00@4476954.93@17@T@040.43892@-080.00006@000942@30@@@@@@pitch2_yaw7@.jpg True
86 @0584394.58@4477047.31@17@T@040.43979@-080.00490@003792@31@@@@@@pitch2_yaw8@.jpg True
87 @0584497.87@4476778.71@17@T@040.43736@-080.00371@003738@29@@@@@@pitch2_yaw6@.jpg True
88 @0584692.70@4476803.22@17@T@040.43756@-080.00141@001754@26@@@@@@pitch2_yaw3@.jpg True
89 @0584758.98@4476904.99@17@T@040.43847@-080.00062@001352@35@@@@@@pitch2_yaw12@.jpg True
90 @0584655.52@4476917.59@17@T@040.43859@-080.00184@002041@32@@@@@@pitch2_yaw9@.jpg True
91 @0584828.26@4476892.34@17@T@040.43835@-079.99980@000999@27@@@@@@pitch2_yaw4@.jpg True
92 @0584597.04@4476740.52@17@T@040.43701@-080.00255@003730@08@@@@@@pitch1_yaw9@.jpg True
93 @0584405.45@4476941.63@17@T@040.43884@-080.00478@003505@32@@@@@@pitch2_yaw9@.jpg True
94 @0584532.50@4476777.65@17@T@040.43735@-080.00331@002930@04@@@@@@pitch1_yaw5@.jpg True
95 @0584455.97@4476877.04@17@T@040.43825@-080.00419@003575@07@@@@@@pitch1_yaw8@.jpg True
96 @0584748.04@4476777.09@17@T@040.43732@-080.00076@001700@29@@@@@@pitch2_yaw6@.jpg True
97 @0584488.79@4476900.05@17@T@040.43845@-080.00380@003214@07@@@@@@pitch1_yaw8@.jpg True
98 @0584694.26@4476994.85@17@T@040.43929@-080.00137@001590@03@@@@@@pitch1_yaw4@.jpg True
99 @0584541.74@4476950.50@17@T@040.43890@-080.00317@002784@30@@@@@@pitch2_yaw7@.jpg True
100 @0584705.14@4477015.95@17@T@040.43948@-080.00124@001592@02@@@@@@pitch1_yaw3@.jpg True
101 @0584648.75@4476729.12@17@T@040.43690@-080.00194@002552@03@@@@@@pitch1_yaw4@.jpg True
102 @0584680.40@4476967.72@17@T@040.43904@-080.00154@001764@04@@@@@@pitch1_yaw5@.jpg True
103 @0584497.00@4476788.80@17@T@040.43745@-080.00372@004112@03@@@@@@pitch1_yaw4@.jpg True
104 @0584631.71@4476713.16@17@T@040.43676@-080.00214@003302@30@@@@@@pitch2_yaw7@.jpg True
105 @0584443.84@4476997.02@17@T@040.43933@-080.00432@003507@09@@@@@@pitch1_yaw10@.jpg True
106 @0584532.50@4476777.65@17@T@040.43735@-080.00331@002930@33@@@@@@pitch2_yaw10@.jpg True
107 @0584475.29@4477044.00@17@T@040.43975@-080.00394@003147@04@@@@@@pitch1_yaw5@.jpg True
108 @0584539.09@4477012.75@17@T@040.43946@-080.00320@002710@11@@@@@@pitch1_yaw12@.jpg True
109 @0584496.53@4477033.58@17@T@040.43966@-080.00370@003007@34@@@@@@pitch2_yaw11@.jpg True
110 @0584319.02@4476880.27@17@T@040.43829@-080.00581@004356@06@@@@@@pitch1_yaw7@.jpg True
111 @0584541.24@4476874.56@17@T@040.43822@-080.00319@002781@28@@@@@@pitch2_yaw5@.jpg True
112 @0584599.59@4476777.85@17@T@040.43734@-080.00251@002706@26@@@@@@pitch2_yaw3@.jpg True
113 @0584614.21@4477045.90@17@T@040.43975@-080.00231@001987@07@@@@@@pitch1_yaw8@.jpg True
114 @0584460.43@4476812.36@17@T@040.43767@-080.00415@003294@02@@@@@@pitch1_yaw3@.jpg True
115 @0584408.53@4476856.07@17@T@040.43807@-080.00476@004881@34@@@@@@pitch2_yaw11@.jpg True
116 @0584548.08@4476802.36@17@T@040.43757@-080.00312@002928@31@@@@@@pitch2_yaw8@.jpg True
117 @0584646.59@4476716.99@17@T@040.43679@-080.00197@003365@33@@@@@@pitch2_yaw10@.jpg True
118 @0584685.36@4476686.90@17@T@040.43651@-080.00152@002863@29@@@@@@pitch2_yaw6@.jpg True
119 @0584617.23@4476838.00@17@T@040.43788@-080.00230@002175@32@@@@@@pitch2_yaw9@.jpg True
120 @0584726.74@4476920.95@17@T@040.43862@-080.00100@001517@04@@@@@@pitch1_yaw5@.jpg True
121 @0584400.26@4477018.29@17@T@040.43953@-080.00483@003805@28@@@@@@pitch2_yaw5@.jpg True
122 @0584600.66@4476923.52@17@T@040.43865@-080.00248@002323@32@@@@@@pitch2_yaw9@.jpg True
123 @0584533.95@4477084.96@17@T@040.44011@-080.00325@002564@35@@@@@@pitch2_yaw12@.jpg True
124 @0584726.74@4476920.95@17@T@040.43862@-080.00100@001517@01@@@@@@pitch1_yaw2@.jpg True
125 @0584688.07@4477009.77@17@T@040.43942@-080.00144@001591@02@@@@@@pitch1_yaw3@.jpg True
126 @0584638.46@4476745.77@17@T@040.43705@-080.00206@003013@06@@@@@@pitch1_yaw7@.jpg True
127 @0584298.94@4476908.79@17@T@040.43855@-080.00604@005950@06@@@@@@pitch1_yaw7@.jpg True
128 @0584803.73@4476840.89@17@T@040.43789@-080.00010@001173@26@@@@@@pitch2_yaw3@.jpg True
129 @0584549.66@4477007.65@17@T@040.43942@-080.00307@002633@00@@@@@@pitch1_yaw1@.jpg True
130 @0584803.73@4476840.89@17@T@040.43789@-080.00010@001173@07@@@@@@pitch1_yaw8@.jpg True
131 @0584592.57@4476986.71@17@T@040.43922@-080.00257@002325@06@@@@@@pitch1_yaw7@.jpg True
132 @0584518.55@4476885.51@17@T@040.43832@-080.00346@003000@00@@@@@@pitch1_yaw1@.jpg True
133 @0584637.70@4476828.24@17@T@040.43779@-080.00206@002039@11@@@@@@pitch1_yaw12@.jpg True
134 @0584400.26@4477018.29@17@T@040.43953@-080.00483@003805@08@@@@@@pitch1_yaw9@.jpg True
135 @0584468.51@4476802.35@17@T@040.43758@-080.00406@004191@28@@@@@@pitch2_yaw5@.jpg True
136 @0584647.81@4476901.96@17@T@040.43845@-080.00193@002040@25@@@@@@pitch2_yaw2@.jpg True
137 @0584320.55@4476910.59@17@T@040.43857@-080.00579@004440@03@@@@@@pitch1_yaw4@.jpg True
138 @0584427.42@4476843.08@17@T@040.43795@-080.00454@003809@06@@@@@@pitch1_yaw7@.jpg True
139 @0584334.26@4477048.74@17@T@040.43981@-080.00561@004339@09@@@@@@pitch1_yaw10@.jpg True
140 @0584497.00@4476788.80@17@T@040.43745@-080.00372@004112@04@@@@@@pitch1_yaw5@.jpg True
141 @0584401.39@4476872.42@17@T@040.43821@-080.00484@003810@28@@@@@@pitch2_yaw5@.jpg True
142 @0584626.93@4476858.21@17@T@040.43806@-080.00218@002321@34@@@@@@pitch2_yaw11@.jpg True
143 @0584689.70@4476985.92@17@T@040.43921@-080.00142@001655@34@@@@@@pitch2_yaw11@.jpg True
144 @0584659.18@4476954.15@17@T@040.43892@-080.00179@001920@32@@@@@@pitch2_yaw9@.jpg True
145 @0584639.02@4476734.12@17@T@040.43694@-080.00206@002628@10@@@@@@pitch1_yaw11@.jpg True
146 @0584347.96@4476849.29@17@T@040.43801@-080.00547@004038@06@@@@@@pitch1_yaw7@.jpg True
147 @0584525.65@4476775.13@17@T@040.43732@-080.00339@004033@04@@@@@@pitch1_yaw5@.jpg True
148 @0584369.04@4477033.03@17@T@040.43966@-080.00520@004097@06@@@@@@pitch1_yaw7@.jpg True
149 @0584652.04@4476910.56@17@T@040.43853@-080.00188@002106@31@@@@@@pitch2_yaw8@.jpg True
150 @0584361.43@4476963.45@17@T@040.43904@-080.00530@003878@10@@@@@@pitch1_yaw11@.jpg True
151 @0584624.53@4476912.58@17@T@040.43855@-080.00220@002176@09@@@@@@pitch1_yaw10@.jpg True
152 @0584337.25@4476934.20@17@T@040.43878@-080.00559@004270@34@@@@@@pitch2_yaw11@.jpg True
153 @0584482.94@4476801.52@17@T@040.43757@-080.00389@003144@27@@@@@@pitch2_yaw4@.jpg True
154 @0584362.92@4476891.09@17@T@040.43839@-080.00529@004031@34@@@@@@pitch2_yaw11@.jpg True
155 @0584374.91@4476836.49@17@T@040.43789@-080.00516@003958@34@@@@@@pitch2_yaw11@.jpg True
156 @0584619.04@4476768.42@17@T@040.43725@-080.00229@002702@34@@@@@@pitch2_yaw11@.jpg True
157 @0584704.47@4476714.87@17@T@040.43676@-080.00129@002939@27@@@@@@pitch2_yaw4@.jpg True
158 @0584719.16@4477043.20@17@T@040.43972@-080.00107@001692@33@@@@@@pitch2_yaw10@.jpg True
159 @0584681.36@4476943.30@17@T@040.43882@-080.00153@001808@33@@@@@@pitch2_yaw10@.jpg True
160 @0584636.62@4476878.52@17@T@040.43824@-080.00206@002249@33@@@@@@pitch2_yaw10@.jpg True
161 @0584714.43@4477034.04@17@T@040.43964@-080.00113@001714@34@@@@@@pitch2_yaw11@.jpg True
162 @0584657.99@4476736.55@17@T@040.43696@-080.00183@002864@25@@@@@@pitch2_yaw2@.jpg True
163 @0584463.63@4476987.36@17@T@040.43924@-080.00409@003368@02@@@@@@pitch1_yaw3@.jpg True
164 @0584373.35@4476853.79@17@T@040.43805@-080.00517@003954@30@@@@@@pitch2_yaw7@.jpg True
165 @0584696.18@4476705.12@17@T@040.43668@-080.00139@002173@29@@@@@@pitch2_yaw6@.jpg True
166 @0584398.98@4477056.02@17@T@040.43987@-080.00484@003715@34@@@@@@pitch2_yaw11@.jpg True
167 @0584638.62@4476964.25@17@T@040.43902@-080.00203@002042@33@@@@@@pitch2_yaw10@.jpg True
168 @0584628.11@4476738.99@17@T@040.43699@-080.00218@002703@28@@@@@@pitch2_yaw5@.jpg True
169 @0584694.43@4476694.78@17@T@040.43658@-080.00141@003003@32@@@@@@pitch2_yaw9@.jpg True
170 @0584758.98@4476904.99@17@T@040.43847@-080.00062@001352@08@@@@@@pitch1_yaw9@.jpg True
171 @0584737.21@4476782.41@17@T@040.43737@-080.00089@001642@00@@@@@@pitch1_yaw1@.jpg True
172 @0584705.14@4477015.95@17@T@040.43948@-080.00124@001592@31@@@@@@pitch2_yaw8@.jpg True
173 @0584533.95@4477084.96@17@T@040.44011@-080.00325@002564@28@@@@@@pitch2_yaw5@.jpg True
174 @0584597.74@4476799.26@17@T@040.43753@-080.00253@002479@35@@@@@@pitch2_yaw12@.jpg True
175 @0584317.18@4476900.34@17@T@040.43847@-080.00583@005752@03@@@@@@pitch1_yaw4@.jpg False
176 @0584319.14@4476907.47@17@T@040.43854@-080.00580@004528@08@@@@@@pitch1_yaw9@.jpg True
177 @0584614.66@4476975.85@17@T@040.43912@-080.00231@002178@33@@@@@@pitch2_yaw10@.jpg True
178 @0584673.57@4476889.15@17@T@040.43834@-080.00163@001918@00@@@@@@pitch1_yaw1@.jpg True
179 @0584482.14@4476820.05@17@T@040.43773@-080.00389@004197@07@@@@@@pitch1_yaw8@.jpg True
180 @0584518.55@4476885.51@17@T@040.43832@-080.00346@003000@25@@@@@@pitch2_yaw2@.jpg True
181 @0584374.58@4476872.68@17@T@040.43822@-080.00515@005154@33@@@@@@pitch2_yaw10@.jpg True
182 @0584415.49@4477088.62@17@T@040.44016@-080.00464@003492@25@@@@@@pitch2_yaw2@.jpg True
183 @0584500.22@4476894.52@17@T@040.43840@-080.00367@003140@31@@@@@@pitch2_yaw8@.jpg True
184 @0584465.34@4476895.90@17@T@040.43842@-080.00408@003435@29@@@@@@pitch2_yaw6@.jpg True
185 @0584714.43@4477034.04@17@T@040.43964@-080.00113@001714@09@@@@@@pitch1_yaw10@.jpg True
186 @0584599.59@4476777.85@17@T@040.43734@-080.00251@002706@27@@@@@@pitch2_yaw4@.jpg True
187 @0584629.17@4476750.21@17@T@040.43709@-080.00217@003082@33@@@@@@pitch2_yaw10@.jpg True
188 @0584646.59@4476716.99@17@T@040.43679@-080.00197@003365@10@@@@@@pitch1_yaw11@.jpg True
189 @0584699.94@4476710.27@17@T@040.43672@-080.00134@002562@30@@@@@@pitch2_yaw7@.jpg True
190 @0584414.01@4476866.24@17@T@040.43816@-080.00469@003733@26@@@@@@pitch2_yaw3@.jpg True
191 @0584573.12@4476936.20@17@T@040.43877@-080.00281@002556@06@@@@@@pitch1_yaw7@.jpg True
192 @0584444.58@4477058.97@17@T@040.43989@-080.00430@003369@27@@@@@@pitch2_yaw4@.jpg True
193 @0584527.26@4476798.46@17@T@040.43753@-080.00336@003815@25@@@@@@pitch2_yaw2@.jpg True
194 @0584526.38@4477018.93@17@T@040.43952@-080.00335@002785@25@@@@@@pitch2_yaw2@.jpg True
195 @0584739.19@4476914.76@17@T@040.43856@-080.00085@001460@00@@@@@@pitch1_yaw1@.jpg True
196 @0584726.46@4476787.61@17@T@040.43742@-080.00102@001576@35@@@@@@pitch2_yaw12@.jpg True
197 @0584506.07@4476969.86@17@T@040.43908@-080.00359@003076@06@@@@@@pitch1_yaw7@.jpg True
198 @0584338.04@4476863.50@17@T@040.43814@-080.00559@004530@30@@@@@@pitch2_yaw7@.jpg True
199 @0584643.09@4476892.03@17@T@040.43837@-080.00199@002108@24@@@@@@pitch2_yaw1@.jpg True
200 @0584514.85@4477093.96@17@T@040.44020@-080.00347@002717@29@@@@@@pitch2_yaw6@.jpg True
201 @0584690.57@4476938.75@17@T@040.43878@-080.00142@001756@05@@@@@@pitch1_yaw6@.jpg True
202 @0584526.38@4477018.93@17@T@040.43952@-080.00335@002785@32@@@@@@pitch2_yaw9@.jpg True
203 @0584784.68@4476964.79@17@T@040.43901@-080.00031@001061@04@@@@@@pitch1_yaw5@.jpg True
204 @0584674.99@4476703.55@17@T@040.43666@-080.00164@003143@30@@@@@@pitch2_yaw7@.jpg True
205 @0584630.46@4476762.99@17@T@040.43720@-080.00215@002627@35@@@@@@pitch2_yaw12@.jpg True
206 @0584680.62@4476738.69@17@T@040.43698@-080.00156@002242@33@@@@@@pitch2_yaw10@.jpg True
207 @0584517.93@4476993.08@17@T@040.43929@-080.00345@002932@05@@@@@@pitch1_yaw6@.jpg True
208 @0584619.04@4476768.42@17@T@040.43725@-080.00229@002702@03@@@@@@pitch1_yaw4@.jpg True
209 @0584638.62@4476964.25@17@T@040.43902@-080.00203@002042@02@@@@@@pitch1_yaw3@.jpg True
210 @0584360.80@4476981.65@17@T@040.43920@-080.00530@004029@26@@@@@@pitch2_yaw3@.jpg True
211 @0584577.92@4476774.28@17@T@040.43731@-080.00277@003447@29@@@@@@pitch2_yaw6@.jpg True
212 @0584506.42@4477028.70@17@T@040.43961@-080.00358@002933@26@@@@@@pitch2_yaw3@.jpg True
213 @0584680.62@4476738.69@17@T@040.43698@-080.00156@002242@01@@@@@@pitch1_yaw2@.jpg True
214 @0584496.60@4476959.53@17@T@040.43899@-080.00370@003145@33@@@@@@pitch2_yaw10@.jpg True
215 @0584787.47@4476890.99@17@T@040.43834@-080.00028@001174@29@@@@@@pitch2_yaw6@.jpg True
216 @0584768.19@4476900.43@17@T@040.43843@-080.00051@001293@24@@@@@@pitch2_yaw1@.jpg True
217 @0584608.80@4476773.41@17@T@040.43730@-080.00241@002778@02@@@@@@pitch1_yaw3@.jpg True
218 @0584403.21@4477064.39@17@T@040.43994@-080.00479@003640@06@@@@@@pitch1_yaw7@.jpg True
219 @0584320.55@4476910.59@17@T@040.43857@-080.00579@004440@34@@@@@@pitch2_yaw11@.jpg True
220 @0584762.54@4476845.31@17@T@040.43793@-080.00058@001459@11@@@@@@pitch1_yaw12@.jpg True
221 @0584429.69@4477116.31@17@T@040.44041@-080.00447@003273@04@@@@@@pitch1_yaw5@.jpg True
222 @0584634.85@4477035.81@17@T@040.43966@-080.00206@001873@34@@@@@@pitch2_yaw11@.jpg True
223 @0584647.25@4476823.91@17@T@040.43775@-080.00195@001977@01@@@@@@pitch1_yaw2@.jpg True
224 @0584722.15@4476718.74@17@T@040.43680@-080.00108@001975@26@@@@@@pitch2_yaw3@.jpg True
225 @0584450.41@4476835.56@17@T@040.43788@-080.00427@004537@26@@@@@@pitch2_yaw3@.jpg True
226 @0584689.70@4476985.92@17@T@040.43921@-080.00142@001655@06@@@@@@pitch1_yaw7@.jpg True
227 @0584637.38@4476721.33@17@T@040.43683@-080.00208@003439@10@@@@@@pitch1_yaw11@.jpg True
228 @0584759.67@4476753.69@17@T@040.43711@-080.00063@001641@29@@@@@@pitch2_yaw6@.jpg True
229 @0584526.38@4477018.93@17@T@040.43952@-080.00335@002785@07@@@@@@pitch1_yaw8@.jpg True
230 @0584521.90@4477002.45@17@T@040.43937@-080.00340@002858@29@@@@@@pitch2_yaw6@.jpg True
231 @0584491.90@4476797.29@17@T@040.43753@-080.00378@003075@25@@@@@@pitch2_yaw2@.jpg True
232 @0584632.65@4476870.26@17@T@040.43817@-080.00211@002324@04@@@@@@pitch1_yaw5@.jpg True
233 @0584408.53@4476856.07@17@T@040.43807@-080.00476@004881@05@@@@@@pitch1_yaw6@.jpg True
234 @0584628.17@4476725.67@17@T@040.43687@-080.00218@003510@25@@@@@@pitch2_yaw2@.jpg True
235 @0584459.54@4476831.01@17@T@040.43783@-080.00416@004449@32@@@@@@pitch2_yaw9@.jpg True
236 @0584468.51@4476802.35@17@T@040.43758@-080.00406@004191@08@@@@@@pitch1_yaw9@.jpg True
237 @0584438.38@4476841.42@17@T@040.43793@-080.00441@004624@08@@@@@@pitch1_yaw9@.jpg True
238 @0584680.62@4476738.69@17@T@040.43698@-080.00156@002242@10@@@@@@pitch1_yaw11@.jpg True
239 @0584380.56@4477019.62@17@T@040.43954@-080.00506@004017@35@@@@@@pitch2_yaw12@.jpg True
240 @0584629.17@4476750.21@17@T@040.43709@-080.00217@003082@28@@@@@@pitch2_yaw5@.jpg True
241 @0584440.14@4477137.08@17@T@040.44059@-080.00435@003274@07@@@@@@pitch1_yaw8@.jpg True
242 @0584403.22@4476913.63@17@T@040.43858@-080.00481@003653@34@@@@@@pitch2_yaw11@.jpg True
243 @0584372.07@4476847.45@17@T@040.43799@-080.00519@004442@07@@@@@@pitch1_yaw8@.jpg True
244 @0584771.15@4476841.30@17@T@040.43790@-080.00048@001406@10@@@@@@pitch1_yaw11@.jpg True
245 @0584531.96@4476809.95@17@T@040.43764@-080.00331@003072@29@@@@@@pitch2_yaw6@.jpg True
246 @0584793.95@4476820.91@17@T@040.43771@-080.00022@001291@10@@@@@@pitch1_yaw11@.jpg True
247 @0584392.29@4476844.57@17@T@040.43796@-080.00495@003808@08@@@@@@pitch1_yaw9@.jpg True
248 @0584541.74@4476950.50@17@T@040.43890@-080.00317@002784@11@@@@@@pitch1_yaw12@.jpg True
